relationship_id,source_type,source_id,target_type,target_id,relationship_type,timestamp,metadata
R02415,transaction,T01124,merchant,M0013,PURCHASED_AT,2024-02-06T14:53:06.769138,"{""ring_id"": ""RING-3""}"
R02416,transaction,T01125,account,A0121,INITIATED_BY,2024-03-01T01:08:58.029895,"{""ring_id"": ""RING-3""}"
R02417,transaction,T01125,merchant,M0018,PURCHASED_AT,2024-03-01T01:08:58.029895,"{""ring_id"": ""RING-3""}"
R02418,transaction,T01126,account,A0121,INITIATED_BY,2024-04-23T13:47:54.763766,"{""ring_id"": ""RING-3""}"
R02419,transaction,T01126,merchant,M0018,PURCHASED_AT,2024-04-23T13:47:54.763766,"{""ring_id"": ""RING-3""}"
R02420,transaction,T01127,account,A0121,INITIATED_BY,2024-04-08T13:55:31.023816,"{""ring_id"": ""RING-3""}"
R02421,transaction,T01127,merchant,M0013,PURCHASED_AT,2024-04-08T13:55:31.023816,"{""ring_id"": ""RING-3""}"
R02422,transaction,T01128,account,A0126,INITIATED_BY,2024-03-10T18:06:14.378448,"{""ring_id"": ""RING-3""}"
R02423,transaction,T01128,merchant,M0021,PURCHASED_AT,2024-03-10T18:06:14.378448,"{""ring_id"": ""RING-3""}"
R02424,transaction,T01129,account,A0126,INITIATED_BY,2024-05-04T07:18:45.923138,"{""ring_id"": ""RING-3""}"
R02425,transaction,T01129,merchant,M0021,PURCHASED_AT,2024-05-04T07:18:45.923138,"{""ring_id"": ""RING-3""}"
R02426,transaction,T01130,account,A0126,INITIATED_BY,2024-02-10T15:19:31.996002,"{""ring_id"": ""RING-3""}"
R02427,transaction,T01130,merchant,M0013,PURCHASED_AT,2024-02-10T15:19:31.996002,"{""ring_id"": ""RING-3""}"
R02428,transaction,T01131,account,A0126,INITIATED_BY,2024-01-22T10:06:59.816297,"{""ring_id"": ""RING-3""}"
R02429,transaction,T01131,merchant,M0019,PURCHASED_AT,2024-01-22T10:06:59.816297,"{""ring_id"": ""RING-3""}"
R02430,transaction,T01132,account,A0126,INITIATED_BY,2024-03-18T13:57:42.431871,"{""ring_id"": ""RING-3""}"
R02431,transaction,T01132,merchant,M0016,PURCHASED_AT,2024-03-18T13:57:42.431871,"{""ring_id"": ""RING-3""}"
R02432,transaction,T01133,account,A0126,INITIATED_BY,2024-06-10T15:42:09.525303,"{""ring_id"": ""RING-3""}"
R02433,transaction,T01133,merchant,M0016,PURCHASED_AT,2024-06-10T15:42:09.525303,"{""ring_id"": ""RING-3""}"
R02434,transaction,T01134,account,A0126,INITIATED_BY,2024-02-19T01:37:45.126482,"{""ring_id"": ""RING-3""}"
R02435,transaction,T01134,merchant,M0013,PURCHASED_AT,2024-02-19T01:37:45.126482,"{""ring_id"": ""RING-3""}"
R02436,transaction,T01135,account,A0126,INITIATED_BY,2024-05-22T18:47:27.646848,"{""ring_id"": ""RING-3""}"
R02437,transaction,T01135,merchant,M0013,PURCHASED_AT,2024-05-22T18:47:27.646848,"{""ring_id"": ""RING-3""}"
R02438,transaction,T01136,account,A0017,INITIATED_BY,2024-03-21T20:53:41.229792,"{""ring_id"": ""RING-4""}"
R02439,transaction,T01136,merchant,M0022,PURCHASED_AT,2024-03-21T20:53:41.229792,"{""ring_id"": ""RING-4""}"
R02440,transaction,T01137,account,A0017,INITIATED_BY,2024-03-21T20:31:41.229792,"{""ring_id"": ""RING-4""}"
R02441,transaction,T01137,merchant,M0018,PURCHASED_AT,2024-03-21T20:31:41.229792,"{""ring_id"": ""RING-4""}"
R02442,transaction,T01138,account,A0017,INITIATED_BY,2024-03-21T20:38:41.229792,"{""ring_id"": ""RING-4""}"
R02443,transaction,T01138,merchant,M0021,PURCHASED_AT,2024-03-21T20:38:41.229792,"{""ring_id"": ""RING-4""}"
R02444,transaction,T01139,account,A0017,INITIATED_BY,2024-03-21T20:46:41.229792,"{""ring_id"": ""RING-4""}"
R02445,transaction,T01139,merchant,M0021,PURCHASED_AT,2024-03-21T20:46:41.229792,"{""ring_id"": ""RING-4""}"
R02446,transaction,T01140,account,A0017,INITIATED_BY,2024-03-21T20:39:41.229792,"{""ring_id"": ""RING-4""}"
R02447,transaction,T01140,merchant,M0017,PURCHASED_AT,2024-03-21T20:39:41.229792,"{""ring_id"": ""RING-4""}"
R02448,transaction,T01141,account,A0017,INITIATED_BY,2024-03-21T20:44:41.229792,"{""ring_id"": ""RING-4""}"
R02449,transaction,T01141,merchant,M0022,PURCHASED_AT,2024-03-21T20:44:41.229792,"{""ring_id"": ""RING-4""}"
R02450,transaction,T01142,account,A0017,INITIATED_BY,2024-03-21T20:49:41.229792,"{""ring_id"": ""RING-4""}"
R02451,transaction,T01142,merchant,M0027,PURCHASED_AT,2024-03-21T20:49:41.229792,"{""ring_id"": ""RING-4""}"
R02452,transaction,T01143,account,A0017,INITIATED_BY,2024-03-21T20:38:41.229792,"{""ring_id"": ""RING-4""}"
R02453,transaction,T01143,merchant,M0017,PURCHASED_AT,2024-03-21T20:38:41.229792,"{""ring_id"": ""RING-4""}"
R02454,transaction,T01144,account,A0017,INITIATED_BY,2024-03-21T20:31:41.229792,"{""ring_id"": ""RING-4""}"
R02455,transaction,T01144,merchant,M0022,PURCHASED_AT,2024-03-21T20:31:41.229792,"{""ring_id"": ""RING-4""}"
R02456,transaction,T01145,account,A0017,INITIATED_BY,2024-03-21T20:54:41.229792,"{""ring_id"": ""RING-4""}"
R02457,transaction,T01145,merchant,M0019,PURCHASED_AT,2024-03-21T20:54:41.229792,"{""ring_id"": ""RING-4""}"
R02458,transaction,T01146,account,A0017,INITIATED_BY,2024-03-21T20:53:41.229792,"{""ring_id"": ""RING-4""}"
R02459,transaction,T01146,merchant,M0016,PURCHASED_AT,2024-03-21T20:53:41.229792,"{""ring_id"": ""RING-4""}"
R02460,transaction,T01147,account,A0033,INITIATED_BY,2024-01-11T02:44:49.629225,"{""ring_id"": ""RING-4""}"
R02461,transaction,T01147,merchant,M0016,PURCHASED_AT,2024-01-11T02:44:49.629225,"{""ring_id"": ""RING-4""}"
R02462,transaction,T01148,account,A0033,INITIATED_BY,2024-01-11T03:03:49.629225,"{""ring_id"": ""RING-4""}"
R02463,transaction,T01148,merchant,M0005,PURCHASED_AT,2024-01-11T03:03:49.629225,"{""ring_id"": ""RING-4""}"
R02464,transaction,T01149,account,A0033,INITIATED_BY,2024-01-11T03:02:49.629225,"{""ring_id"": ""RING-4""}"
R02465,transaction,T01149,merchant,M0013,PURCHASED_AT,2024-01-11T03:02:49.629225,"{""ring_id"": ""RING-4""}"
R02466,transaction,T01150,account,A0033,INITIATED_BY,2024-01-11T02:41:49.629225,"{""ring_id"": ""RING-4""}"
R02467,transaction,T01150,merchant,M0016,PURCHASED_AT,2024-01-11T02:41:49.629225,"{""ring_id"": ""RING-4""}"
R02468,transaction,T01151,account,A0033,INITIATED_BY,2024-01-11T02:41:49.629225,"{""ring_id"": ""RING-4""}"
R02469,transaction,T01151,merchant,M0013,PURCHASED_AT,2024-01-11T02:41:49.629225,"{""ring_id"": ""RING-4""}"
R02470,transaction,T01152,account,A0033,INITIATED_BY,2024-01-11T02:56:49.629225,"{""ring_id"": ""RING-4""}"
R02471,transaction,T01152,merchant,M0016,PURCHASED_AT,2024-01-11T02:56:49.629225,"{""ring_id"": ""RING-4""}"
R02472,transaction,T01153,account,A0033,INITIATED_BY,2024-01-11T02:55:49.629225,"{""ring_id"": ""RING-4""}"
R02473,transaction,T01153,merchant,M0019,PURCHASED_AT,2024-01-11T02:55:49.629225,"{""ring_id"": ""RING-4""}"
R02474,transaction,T01154,account,A0033,INITIATED_BY,2024-01-11T02:42:49.629225,"{""ring_id"": ""RING-4""}"
R02475,transaction,T01154,merchant,M0016,PURCHASED_AT,2024-01-11T02:42:49.629225,"{""ring_id"": ""RING-4""}"
R02476,transaction,T01155,account,A0036,INITIATED_BY,2024-04-01T02:31:55.139838,"{""ring_id"": ""RING-4""}"
R02477,transaction,T01155,merchant,M0005,PURCHASED_AT,2024-04-01T02:31:55.139838,"{""ring_id"": ""RING-4""}"
R02478,transaction,T01156,account,A0036,INITIATED_BY,2024-04-01T02:48:55.139838,"{""ring_id"": ""RING-4""}"
R02479,transaction,T01156,merchant,M0018,PURCHASED_AT,2024-04-01T02:48:55.139838,"{""ring_id"": ""RING-4""}"
R02480,transaction,T01157,account,A0036,INITIATED_BY,2024-04-01T02:48:55.139838,"{""ring_id"": ""RING-4""}"
R02481,transaction,T01157,merchant,M0021,PURCHASED_AT,2024-04-01T02:48:55.139838,"{""ring_id"": ""RING-4""}"
R02482,transaction,T01158,account,A0036,INITIATED_BY,2024-04-01T02:42:55.139838,"{""ring_id"": ""RING-4""}"
R02483,transaction,T01158,merchant,M0016,PURCHASED_AT,2024-04-01T02:42:55.139838,"{""ring_id"": ""RING-4""}"
R02484,transaction,T01159,account,A0036,INITIATED_BY,2024-04-01T02:45:55.139838,"{""ring_id"": ""RING-4""}"
R02485,transaction,T01159,merchant,M0016,PURCHASED_AT,2024-04-01T02:45:55.139838,"{""ring_id"": ""RING-4""}"
R02486,transaction,T01160,account,A0036,INITIATED_BY,2024-04-01T02:34:55.139838,"{""ring_id"": ""RING-4""}"
R02487,transaction,T01160,merchant,M0022,PURCHASED_AT,2024-04-01T02:34:55.139838,"{""ring_id"": ""RING-4""}"
R02488,transaction,T01161,account,A0036,INITIATED_BY,2024-04-01T02:20:55.139838,"{""ring_id"": ""RING-4""}"
R02489,transaction,T01161,merchant,M0016,PURCHASED_AT,2024-04-01T02:20:55.139838,"{""ring_id"": ""RING-4""}"
R02490,transaction,T01162,account,A0070,INITIATED_BY,2024-01-19T21:50:49.924117,"{""ring_id"": ""RING-4""}"
R02491,transaction,T01162,merchant,M0019,PURCHASED_AT,2024-01-19T21:50:49.924117,"{""ring_id"": ""RING-4""}"
R02492,transaction,T01163,account,A0070,INITIATED_BY,2024-01-19T21:36:49.924117,"{""ring_id"": ""RING-4""}"
R02493,transaction,T01163,merchant,M0018,PURCHASED_AT,2024-01-19T21:36:49.924117,"{""ring_id"": ""RING-4""}"
R02494,transaction,T01164,account,A0070,INITIATED_BY,2024-01-19T21:55:49.924117,"{""ring_id"": ""RING-4""}"
R02495,transaction,T01164,merchant,M0005,PURCHASED_AT,2024-01-19T21:55:49.924117,"{""ring_id"": ""RING-4""}"
R02496,transaction,T01165,account,A0070,INITIATED_BY,2024-01-19T21:38:49.924117,"{""ring_id"": ""RING-4""}"
R02497,transaction,T01165,merchant,M0005,PURCHASED_AT,2024-01-19T21:38:49.924117,"{""ring_id"": ""RING-4""}"
R02498,transaction,T01166,account,A0070,INITIATED_BY,2024-01-19T21:32:49.924117,"{""ring_id"": ""RING-4""}"
R02499,transaction,T01166,merchant,M0022,PURCHASED_AT,2024-01-19T21:32:49.924117,"{""ring_id"": ""RING-4""}"
R02500,transaction,T01167,account,A0070,INITIATED_BY,2024-01-19T21:42:49.924117,"{""ring_id"": ""RING-4""}"
R02501,transaction,T01167,merchant,M0005,PURCHASED_AT,2024-01-19T21:42:49.924117,"{""ring_id"": ""RING-4""}"
R02502,transaction,T01168,account,A0091,INITIATED_BY,2024-05-16T02:05:10.166456,"{""ring_id"": ""RING-4""}"
R02503,transaction,T01168,merchant,M0019,PURCHASED_AT,2024-05-16T02:05:10.166456,"{""ring_id"": ""RING-4""}"
R02504,transaction,T01169,account,A0091,INITIATED_BY,2024-05-16T02:04:10.166456,"{""ring_id"": ""RING-4""}"
R02505,transaction,T01169,merchant,M0023,PURCHASED_AT,2024-05-16T02:04:10.166456,"{""ring_id"": ""RING-4""}"
R02506,transaction,T01170,account,A0091,INITIATED_BY,2024-05-16T02:16:10.166456,"{""ring_id"": ""RING-4""}"
R02507,transaction,T01170,merchant,M0021,PURCHASED_AT,2024-05-16T02:16:10.166456,"{""ring_id"": ""RING-4""}"
R02508,transaction,T01171,account,A0091,INITIATED_BY,2024-05-16T02:22:10.166456,"{""ring_id"": ""RING-4""}"
R02509,transaction,T01171,merchant,M0016,PURCHASED_AT,2024-05-16T02:22:10.166456,"{""ring_id"": ""RING-4""}"
R02510,transaction,T01172,account,A0091,INITIATED_BY,2024-05-16T02:29:10.166456,"{""ring_id"": ""RING-4""}"
R02511,transaction,T01172,merchant,M0017,PURCHASED_AT,2024-05-16T02:29:10.166456,"{""ring_id"": ""RING-4""}"
R02512,transaction,T01173,account,A0091,INITIATED_BY,2024-05-16T02:17:10.166456,"{""ring_id"": ""RING-4""}"
R02513,transaction,T01173,merchant,M0016,PURCHASED_AT,2024-05-16T02:17:10.166456,"{""ring_id"": ""RING-4""}"
R02514,transaction,T01174,account,A0091,INITIATED_BY,2024-05-16T02:11:10.166456,"{""ring_id"": ""RING-4""}"
R02515,transaction,T01174,merchant,M0016,PURCHASED_AT,2024-05-16T02:11:10.166456,"{""ring_id"": ""RING-4""}"
R02516,transaction,T01175,account,A0091,INITIATED_BY,2024-05-16T02:08:10.166456,"{""ring_id"": ""RING-4""}"
R02517,transaction,T01175,merchant,M0021,PURCHASED_AT,2024-05-16T02:08:10.166456,"{""ring_id"": ""RING-4""}"
R02518,transaction,T01176,account,A0091,INITIATED_BY,2024-05-16T02:21:10.166456,"{""ring_id"": ""RING-4""}"
R02519,transaction,T01176,merchant,M0027,PURCHASED_AT,2024-05-16T02:21:10.166456,"{""ring_id"": ""RING-4""}"
R02520,transaction,T01177,account,A0091,INITIATED_BY,2024-05-16T02:25:10.166456,"{""ring_id"": ""RING-4""}"
R02521,transaction,T01177,merchant,M0016,PURCHASED_AT,2024-05-16T02:25:10.166456,"{""ring_id"": ""RING-4""}"
R02522,transaction,T01178,account,A0109,INITIATED_BY,2024-02-26T18:53:38.520947,"{""ring_id"": ""RING-4""}"
R02523,transaction,T01178,merchant,M0018,PURCHASED_AT,2024-02-26T18:53:38.520947,"{""ring_id"": ""RING-4""}"
R02524,transaction,T01179,account,A0109,INITIATED_BY,2024-02-26T18:53:38.520947,"{""ring_id"": ""RING-4""}"
R02525,transaction,T01179,merchant,M0013,PURCHASED_AT,2024-02-26T18:53:38.520947,"{""ring_id"": ""RING-4""}"
R02526,transaction,T01180,account,A0109,INITIATED_BY,2024-02-26T18:56:38.520947,"{""ring_id"": ""RING-4""}"
R02527,transaction,T01180,merchant,M0022,PURCHASED_AT,2024-02-26T18:56:38.520947,"{""ring_id"": ""RING-4""}"
R02528,transaction,T01181,account,A0109,INITIATED_BY,2024-02-26T18:51:38.520947,"{""ring_id"": ""RING-4""}"
R02529,transaction,T01181,merchant,M0016,PURCHASED_AT,2024-02-26T18:51:38.520947,"{""ring_id"": ""RING-4""}"
R02530,transaction,T01182,account,A0109,INITIATED_BY,2024-02-26T19:00:38.520947,"{""ring_id"": ""RING-4""}"
R02531,transaction,T01182,merchant,M0018,PURCHASED_AT,2024-02-26T19:00:38.520947,"{""ring_id"": ""RING-4""}"
R02532,transaction,T01183,account,A0109,INITIATED_BY,2024-02-26T19:15:38.520947,"{""ring_id"": ""RING-4""}"
R02533,transaction,T01183,merchant,M0023,PURCHASED_AT,2024-02-26T19:15:38.520947,"{""ring_id"": ""RING-4""}"
R02534,transaction,T01184,account,A0109,INITIATED_BY,2024-02-26T19:04:38.520947,"{""ring_id"": ""RING-4""}"
R02535,transaction,T01184,merchant,M0021,PURCHASED_AT,2024-02-26T19:04:38.520947,"{""ring_id"": ""RING-4""}"
R02536,transaction,T01185,account,A0109,INITIATED_BY,2024-02-26T19:11:38.520947,"{""ring_id"": ""RING-4""}"
R02537,transaction,T01185,merchant,M0005,PURCHASED_AT,2024-02-26T19:11:38.520947,"{""ring_id"": ""RING-4""}"
R02538,transaction,T01186,account,A0109,INITIATED_BY,2024-02-26T18:57:38.520947,"{""ring_id"": ""RING-4""}"
R02539,transaction,T01186,merchant,M0013,PURCHASED_AT,2024-02-26T18:57:38.520947,"{""ring_id"": ""RING-4""}"
R02540,transaction,T01187,account,A0109,INITIATED_BY,2024-02-26T19:00:38.520947,"{""ring_id"": ""RING-4""}"
R02541,transaction,T01187,merchant,M0017,PURCHASED_AT,2024-02-26T19:00:38.520947,"{""ring_id"": ""RING-4""}"
R02542,transaction,T01188,account,A0109,INITIATED_BY,2024-02-26T19:08:38.520947,"{""ring_id"": ""RING-4""}"
R02543,transaction,T01188,merchant,M0022,PURCHASED_AT,2024-02-26T19:08:38.520947,"{""ring_id"": ""RING-4""}"
R02544,transaction,T01189,account,A0109,INITIATED_BY,2024-02-26T19:11:38.520947,"{""ring_id"": ""RING-4""}"
R02545,transaction,T01189,merchant,M0016,PURCHASED_AT,2024-02-26T19:11:38.520947,"{""ring_id"": ""RING-4""}"
R02546,transaction,T01190,account,A0004,INITIATED_BY,2024-03-14T13:12:17.729680,"{""ring_id"": ""RING-5""}"
R02547,transaction,T01190,merchant,M0013,PURCHASED_AT,2024-03-14T13:12:17.729680,"{""ring_id"": ""RING-5""}"
R02548,transaction,T01191,account,A0004,INITIATED_BY,2024-03-14T00:12:17.729680,"{""ring_id"": ""RING-5""}"
R02549,transaction,T01191,merchant,M0022,PURCHASED_AT,2024-03-14T00:12:17.729680,"{""ring_id"": ""RING-5""}"
R02550,transaction,T01192,account,A0004,INITIATED_BY,2024-03-14T02:12:17.729680,"{""ring_id"": ""RING-5""}"
R02551,transaction,T01192,merchant,M0022,PURCHASED_AT,2024-03-14T02:12:17.729680,"{""ring_id"": ""RING-5""}"
R02552,transaction,T01193,account,A0004,INITIATED_BY,2024-03-14T17:12:17.729680,"{""ring_id"": ""RING-5""}"
R02553,transaction,T01193,merchant,M0027,PURCHASED_AT,2024-03-14T17:12:17.729680,"{""ring_id"": ""RING-5""}"
R02554,transaction,T01194,account,A0004,INITIATED_BY,2024-03-14T06:12:17.729680,"{""ring_id"": ""RING-5""}"
R02555,transaction,T01194,merchant,M0022,PURCHASED_AT,2024-03-14T06:12:17.729680,"{""ring_id"": ""RING-5""}"
R02556,transaction,T01195,account,A0004,INITIATED_BY,2024-03-14T10:12:17.729680,"{""ring_id"": ""RING-5""}"
R02557,transaction,T01195,merchant,M0021,PURCHASED_AT,2024-03-14T10:12:17.729680,"{""ring_id"": ""RING-5""}"
R02558,transaction,T01196,account,A0004,INITIATED_BY,2024-03-14T10:12:17.729680,"{""ring_id"": ""RING-5""}"
R02559,transaction,T01196,merchant,M0013,PURCHASED_AT,2024-03-14T10:12:17.729680,"{""ring_id"": ""RING-5""}"
R02560,transaction,T01197,account,A0004,INITIATED_BY,2024-03-14T19:12:17.729680,"{""ring_id"": ""RING-5""}"
R02561,transaction,T01197,merchant,M0022,PURCHASED_AT,2024-03-14T19:12:17.729680,"{""ring_id"": ""RING-5""}"
R02562,transaction,T01198,account,A0015,INITIATED_BY,2024-01-18T15:33:53.400885,"{""ring_id"": ""RING-5""}"
R02563,transaction,T01198,merchant,M0021,PURCHASED_AT,2024-01-18T15:33:53.400885,"{""ring_id"": ""RING-5""}"
R02564,transaction,T01199,account,A0015,INITIATED_BY,2024-01-18T20:33:53.400885,"{""ring_id"": ""RING-5""}"
R02565,transaction,T01199,merchant,M0019,PURCHASED_AT,2024-01-18T20:33:53.400885,"{""ring_id"": ""RING-5""}"
R02566,transaction,T01200,account,A0015,INITIATED_BY,2024-01-18T16:33:53.400885,"{""ring_id"": ""RING-5""}"
R02567,transaction,T01200,merchant,M0021,PURCHASED_AT,2024-01-18T16:33:53.400885,"{""ring_id"": ""RING-5""}"
R02568,transaction,T01201,account,A0015,INITIATED_BY,2024-01-19T08:33:53.400885,"{""ring_id"": ""RING-5""}"
R02569,transaction,T01201,merchant,M0023,PURCHASED_AT,2024-01-19T08:33:53.400885,"{""ring_id"": ""RING-5""}"
R02570,transaction,T01202,account,A0015,INITIATED_BY,2024-01-17T18:33:53.400885,"{""ring_id"": ""RING-5""}"
R02571,transaction,T01202,merchant,M0019,PURCHASED_AT,2024-01-17T18:33:53.400885,"{""ring_id"": ""RING-5""}"
R02572,transaction,T01203,account,A0023,INITIATED_BY,2024-06-07T06:31:30.209944,"{""ring_id"": ""RING-5""}"
R02573,transaction,T01203,merchant,M0013,PURCHASED_AT,2024-06-07T06:31:30.209944,"{""ring_id"": ""RING-5""}"
R02574,transaction,T01204,account,A0023,INITIATED_BY,2024-06-07T03:31:30.209944,"{""ring_id"": ""RING-5""}"
R02575,transaction,T01204,merchant,M0016,PURCHASED_AT,2024-06-07T03:31:30.209944,"{""ring_id"": ""RING-5""}"
R02576,transaction,T01205,account,A0023,INITIATED_BY,2024-06-06T13:31:30.209944,"{""ring_id"": ""RING-5""}"
R02577,transaction,T01205,merchant,M0017,PURCHASED_AT,2024-06-06T13:31:30.209944,"{""ring_id"": ""RING-5""}"
R02578,transaction,T01206,account,A0023,INITIATED_BY,2024-06-06T09:31:30.209944,"{""ring_id"": ""RING-5""}"
R02579,transaction,T01206,merchant,M0017,PURCHASED_AT,2024-06-06T09:31:30.209944,"{""ring_id"": ""RING-5""}"
R02580,transaction,T01207,account,A0023,INITIATED_BY,2024-06-05T11:31:30.209944,"{""ring_id"": ""RING-5""}"
R02581,transaction,T01207,merchant,M0027,PURCHASED_AT,2024-06-05T11:31:30.209944,"{""ring_id"": ""RING-5""}"
R02582,transaction,T01208,account,A0023,INITIATED_BY,2024-06-06T19:31:30.209944,"{""ring_id"": ""RING-5""}"
R02583,transaction,T01208,merchant,M0018,PURCHASED_AT,2024-06-06T19:31:30.209944,"{""ring_id"": ""RING-5""}"
R02584,transaction,T01209,account,A0023,INITIATED_BY,2024-06-06T13:31:30.209944,"{""ring_id"": ""RING-5""}"
R02585,transaction,T01209,merchant,M0022,PURCHASED_AT,2024-06-06T13:31:30.209944,"{""ring_id"": ""RING-5""}"
R02586,transaction,T01210,account,A0023,INITIATED_BY,2024-06-06T20:31:30.209944,"{""ring_id"": ""RING-5""}"
R02587,transaction,T01210,merchant,M0021,PURCHASED_AT,2024-06-06T20:31:30.209944,"{""ring_id"": ""RING-5""}"
R02588,transaction,T01211,account,A0023,INITIATED_BY,2024-06-06T16:31:30.209944,"{""ring_id"": ""RING-5""}"
R02589,transaction,T01211,merchant,M0016,PURCHASED_AT,2024-06-06T16:31:30.209944,"{""ring_id"": ""RING-5""}"
R02590,transaction,T01212,account,A0023,INITIATED_BY,2024-06-06T21:31:30.209944,"{""ring_id"": ""RING-5""}"
R02591,transaction,T01212,merchant,M0016,PURCHASED_AT,2024-06-06T21:31:30.209944,"{""ring_id"": ""RING-5""}"
R02592,transaction,T01213,account,A0023,INITIATED_BY,2024-06-07T03:31:30.209944,"{""ring_id"": ""RING-5""}"
R02593,transaction,T01213,merchant,M0021,PURCHASED_AT,2024-06-07T03:31:30.209944,"{""ring_id"": ""RING-5""}"
R02594,transaction,T01214,account,A0023,INITIATED_BY,2024-06-05T16:31:30.209944,"{""ring_id"": ""RING-5""}"
R02595,transaction,T01214,merchant,M0013,PURCHASED_AT,2024-06-05T16:31:30.209944,"{""ring_id"": ""RING-5""}"
R02596,transaction,T01215,account,A0086,INITIATED_BY,2024-06-18T12:52:56.575497,"{""ring_id"": ""RING-5""}"
R02597,transaction,T01215,merchant,M0013,PURCHASED_AT,2024-06-18T12:52:56.575497,"{""ring_id"": ""RING-5""}"
R02598,transaction,T01216,account,A0086,INITIATED_BY,2024-06-17T09:52:56.575497,"{""ring_id"": ""RING-5""}"
R02599,transaction,T01216,merchant,M0021,PURCHASED_AT,2024-06-17T09:52:56.575497,"{""ring_id"": ""RING-5""}"
R02600,transaction,T01217,account,A0086,INITIATED_BY,2024-06-17T08:52:56.575497,"{""ring_id"": ""RING-5""}"
R02601,transaction,T01217,merchant,M0013,PURCHASED_AT,2024-06-17T08:52:56.575497,"{""ring_id"": ""RING-5""}"
R02602,transaction,T01218,account,A0086,INITIATED_BY,2024-06-17T22:52:56.575497,"{""ring_id"": ""RING-5""}"
R02603,transaction,T01218,merchant,M0022,PURCHASED_AT,2024-06-17T22:52:56.575497,"{""ring_id"": ""RING-5""}"
R02604,transaction,T01219,account,A0086,INITIATED_BY,2024-06-17T10:52:56.575497,"{""ring_id"": ""RING-5""}"
R02605,transaction,T01219,merchant,M0019,PURCHASED_AT,2024-06-17T10:52:56.575497,"{""ring_id"": ""RING-5""}"
R02606,transaction,T01220,account,A0086,INITIATED_BY,2024-06-17T15:52:56.575497,"{""ring_id"": ""RING-5""}"
R02607,transaction,T01220,merchant,M0018,PURCHASED_AT,2024-06-17T15:52:56.575497,"{""ring_id"": ""RING-5""}"
R02608,transaction,T01221,account,A0086,INITIATED_BY,2024-06-17T22:52:56.575497,"{""ring_id"": ""RING-5""}"
R02609,transaction,T01221,merchant,M0005,PURCHASED_AT,2024-06-17T22:52:56.575497,"{""ring_id"": ""RING-5""}"
R02610,transaction,T01222,account,A0086,INITIATED_BY,2024-06-18T05:52:56.575497,"{""ring_id"": ""RING-5""}"
R02611,transaction,T01222,merchant,M0019,PURCHASED_AT,2024-06-18T05:52:56.575497,"{""ring_id"": ""RING-5""}"
R02612,transaction,T01223,account,A0086,INITIATED_BY,2024-06-17T23:52:56.575497,"{""ring_id"": ""RING-5""}"
R02613,transaction,T01223,merchant,M0027,PURCHASED_AT,2024-06-17T23:52:56.575497,"{""ring_id"": ""RING-5""}"
R02614,transaction,T01224,account,A0086,INITIATED_BY,2024-06-16T23:52:56.575497,"{""ring_id"": ""RING-5""}"
R02615,transaction,T01224,merchant,M0021,PURCHASED_AT,2024-06-16T23:52:56.575497,"{""ring_id"": ""RING-5""}"
R02616,transaction,T01225,account,A0086,INITIATED_BY,2024-06-18T18:52:56.575497,"{""ring_id"": ""RING-5""}"
R02617,transaction,T01225,merchant,M0021,PURCHASED_AT,2024-06-18T18:52:56.575497,"{""ring_id"": ""RING-5""}"
R02618,transaction,T01226,account,A0086,INITIATED_BY,2024-06-17T10:52:56.575497,"{""ring_id"": ""RING-5""}"
R02619,transaction,T01226,merchant,M0021,PURCHASED_AT,2024-06-17T10:52:56.575497,"{""ring_id"": ""RING-5""}"
R02620,transaction,T01227,account,A0086,INITIATED_BY,2024-06-17T21:52:56.575497,"{""ring_id"": ""RING-5""}"
R02621,transaction,T01227,merchant,M0027,PURCHASED_AT,2024-06-17T21:52:56.575497,"{""ring_id"": ""RING-5""}"
R02622,transaction,T01228,account,A0086,INITIATED_BY,2024-06-17T16:52:56.575497,"{""ring_id"": ""RING-5""}"
R02623,transaction,T01228,merchant,M0016,PURCHASED_AT,2024-06-17T16:52:56.575497,"{""ring_id"": ""RING-5""}"
R02624,transaction,T01229,account,A0105,INITIATED_BY,2024-04-24T05:54:57.903041,"{""ring_id"": ""RING-5""}"
R02625,transaction,T01229,merchant,M0027,PURCHASED_AT,2024-04-24T05:54:57.903041,"{""ring_id"": ""RING-5""}"
R02626,transaction,T01230,account,A0105,INITIATED_BY,2024-04-25T19:54:57.903041,"{""ring_id"": ""RING-5""}"
R02627,transaction,T01230,merchant,M0005,PURCHASED_AT,2024-04-25T19:54:57.903041,"{""ring_id"": ""RING-5""}"
R02628,transaction,T01231,account,A0105,INITIATED_BY,2024-04-24T07:54:57.903041,"{""ring_id"": ""RING-5""}"
R02629,transaction,T01231,merchant,M0019,PURCHASED_AT,2024-04-24T07:54:57.903041,"{""ring_id"": ""RING-5""}"
R02630,transaction,T01232,account,A0105,INITIATED_BY,2024-04-24T11:54:57.903041,"{""ring_id"": ""RING-5""}"
R02631,transaction,T01232,merchant,M0023,PURCHASED_AT,2024-04-24T11:54:57.903041,"{""ring_id"": ""RING-5""}"
R02632,transaction,T01233,account,A0105,INITIATED_BY,2024-04-24T13:54:57.903041,"{""ring_id"": ""RING-5""}"
R02633,transaction,T01233,merchant,M0005,PURCHASED_AT,2024-04-24T13:54:57.903041,"{""ring_id"": ""RING-5""}"
